character	guide_name	KEGG_pathway	nt_1_merged	nt_2_merged	targeting_1_merged	targeting_2_merged
non-essential	apaHb0049_774	K01525 apaH; bis(5'-nucleosyl)-tetraphosphatase (symmetrical) [EC:3.6.1.41]	430	516	192	288
non-essential	apaGb0050_31	K06195 apaG; ApaG protein	567	625	15	29
non-essential	apaGb0050_345	K06195 apaG; ApaG protein	574	639	621	765
non-essential	rsmAb0051_34	K02528 ksgA; 16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]	530	493	823	776
non-essential	rsmAb0051_232	K02528 ksgA; 16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]	477	535	48	62
non-essential	rsmAb0051_357	K02528 ksgA; 16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]	335	335	346	366
non-essential	rsmAb0051_455	K02528 ksgA; 16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]	817	837	480	579
non-essential	rsmAb0051_573	K02528 ksgA; 16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]	436	515	11	20
non-essential	rsmAb0051_729	K02528 ksgA; 16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]	441	508	100	126
non-essential	pdxAb0052_97	K00097 pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]	194	255	275	272
non-essential	pdxAb0052_264	K00097 pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]	520	571	615	753
non-essential	pdxAb0052_367	K00097 pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]	357	391	360	346
non-essential	pdxAb0052_582	K00097 pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]	468	502	23	30
non-essential	pdxAb0052_736	K00097 pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]	456	502	201	270
non-essential	pdxAb0052_947	K00097 pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]	470	469	8	39
non-essential	surAb0053_128	K03771 surA; peptidyl-prolyl cis-trans isomerase SurA [EC:5.2.1.8]	506	570	8	14
non-essential	surAb0053_253	K03771 surA; peptidyl-prolyl cis-trans isomerase SurA [EC:5.2.1.8]	557	557	812	865
non-essential	surAb0053_298	K03771 surA; peptidyl-prolyl cis-trans isomerase SurA [EC:5.2.1.8]	585	616	72	125
non-essential	surAb0053_511	K03771 surA; peptidyl-prolyl cis-trans isomerase SurA [EC:5.2.1.8]	418	454	126	163
non-essential	surAb0053_773	K03771 surA; peptidyl-prolyl cis-trans isomerase SurA [EC:5.2.1.8]	528	525	822	910
non-essential	surAb0053_848	K03771 surA; peptidyl-prolyl cis-trans isomerase SurA [EC:5.2.1.8]	407	445	115	194
non-essential	surAb0053_976	K03771 surA; peptidyl-prolyl cis-trans isomerase SurA [EC:5.2.1.8]	390	382	11	13
non-essential	surAb0053_1103	K03771 surA; peptidyl-prolyl cis-trans isomerase SurA [EC:5.2.1.8]	441	522	569	603
non-essential	surAb0053_1249	K03771 surA; peptidyl-prolyl cis-trans isomerase SurA [EC:5.2.1.8]	333	331	72	108
essential	lptDb0054_365	K04744 lptD; LPS-assembly protein	688	684	3	8
essential	lptDb0054_620	K04744 lptD; LPS-assembly protein	343	403	118	163
essential	lptDb0054_712	K04744 lptD; LPS-assembly protein	409	475	5	7
essential	lptDb0054_1119	K04744 lptD; LPS-assembly protein	554	570	34	48
essential	lptDb0054_1199	K04744 lptD; LPS-assembly protein	363	373	33	50
essential	lptDb0054_1704	K04744 lptD; LPS-assembly protein	298	364	5	14
essential	lptDb0054_2030	K04744 lptD; LPS-assembly protein	475	532	127	200
essential	lptDb0054_2322	K04744 lptD; LPS-assembly protein	562	608	799	818
non-essential	djlAb0055_82	K05801 djlA; DnaJ like chaperone protein	335	384	425	393
non-essential	djlAb0055_254	K05801 djlA; DnaJ like chaperone protein	526	539	5	8
non-essential	djlAb0055_358	K05801 djlA; DnaJ like chaperone protein	361	366	226	298
non-essential	djlAb0055_450	K05801 djlA; DnaJ like chaperone protein	435	449	407	530
non-essential	djlAb0055_610	K05801 djlA; DnaJ like chaperone protein	630	660	152	223
non-essential	djlAb0055_663	K05801 djlA; DnaJ like chaperone protein	551	584	224	289
non-essential	djlAb0055_752	K05801 djlA; DnaJ like chaperone protein	485	560	701	743
non-essential	yabPb0056_17	nan	563	612	263	294
non-essential	yabPb0056_140	nan	380	405	48	92
non-essential	yabPb0056_307	nan	517	616	176	228
non-essential	yabPb0056_400	nan	324	359	2	3
non-essential	yabPb0056_443	nan	478	493	75	135
non-essential	yabQb0057_66	nan	419	397	647	659
non-essential	rluAb0058_166	K06177 rluA; tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase [EC:5.4.99.28 5.4.99.29]	331	365	98	106
non-essential	rluAb0058_408	K06177 rluA; tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase [EC:5.4.99.28 5.4.99.29]	444	434	21	34
non-essential	rluAb0058_609	K06177 rluA; tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase [EC:5.4.99.28 5.4.99.29]	530	609	35	73
non-essential	rapAb0059_199	K03580 hepA; ATP-dependent helicase HepA [EC:3.6.4.-]	494	500	474	499
non-essential	rapAb0059_294	K03580 hepA; ATP-dependent helicase HepA [EC:3.6.4.-]	536	617	0	6
non-essential	rapAb0059_780	K03580 hepA; ATP-dependent helicase HepA [EC:3.6.4.-]	741	785	747	820
non-essential	rapAb0059_1010	K03580 hepA; ATP-dependent helicase HepA [EC:3.6.4.-]	570	564	129	191
non-essential	rapAb0059_1320	K03580 hepA; ATP-dependent helicase HepA [EC:3.6.4.-]	479	473	38	57
non-essential	rapAb0059_1688	K03580 hepA; ATP-dependent helicase HepA [EC:3.6.4.-]	405	389	42	75
non-essential	rapAb0059_1915	K03580 hepA; ATP-dependent helicase HepA [EC:3.6.4.-]	476	524	7	1
non-essential	rapAb0059_2104	K03580 hepA; ATP-dependent helicase HepA [EC:3.6.4.-]	527	523	64	102
non-essential	rapAb0059_2441	K03580 hepA; ATP-dependent helicase HepA [EC:3.6.4.-]	333	411	80	138
non-essential	rapAb0059_2620	K03580 hepA; ATP-dependent helicase HepA [EC:3.6.4.-]	402	404	125	216
non-essential	polBb0060_139	K02336 polB; DNA polymerase II [EC:2.7.7.7]	579	642	803	778
non-essential	polBb0060_260	K02336 polB; DNA polymerase II [EC:2.7.7.7]	520	534	558	556
non-essential	polBb0060_620	K02336 polB; DNA polymerase II [EC:2.7.7.7]	589	575	879	951
non-essential	polBb0060_849	K02336 polB; DNA polymerase II [EC:2.7.7.7]	384	430	208	263
non-essential	polBb0060_986	K02336 polB; DNA polymerase II [EC:2.7.7.7]	500	520	704	708
non-essential	polBb0060_1269	K02336 polB; DNA polymerase II [EC:2.7.7.7]	614	654	799	917
non-essential	polBb0060_1595	K02336 polB; DNA polymerase II [EC:2.7.7.7]	406	415	155	212
non-essential	polBb0060_1771	K02336 polB; DNA polymerase II [EC:2.7.7.7]	360	358	510	490
non-essential	polBb0060_1984	K02336 polB; DNA polymerase II [EC:2.7.7.7]	431	502	73	129
non-essential	polBb0060_2228	K02336 polB; DNA polymerase II [EC:2.7.7.7]	510	596	12	21
non-essential	araDb0061_6	K03077 araD; L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]	514	510	847	869
non-essential	araDb0061_245	K03077 araD; L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]	474	538	757	726
non-essential	araDb0061_432	K03077 araD; L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]	461	545	824	721
non-essential	araDb0061_571	K03077 araD; L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]	369	365	646	572
non-essential	araDb0061_662	K03077 araD; L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]	521	547	430	471
non-essential	araAb0062_122	K01804 araA; L-arabinose isomerase [EC:5.3.1.4]	336	348	546	608
non-essential	araAb0062_257	K01804 araA; L-arabinose isomerase [EC:5.3.1.4]	620	680	1030	1047
non-essential	araAb0062_434	K01804 araA; L-arabinose isomerase [EC:5.3.1.4]	537	614	850	848
non-essential	araAb0062_580	K01804 araA; L-arabinose isomerase [EC:5.3.1.4]	402	497	707	687
non-essential	araAb0062_829	K01804 araA; L-arabinose isomerase [EC:5.3.1.4]	552	576	728	729
non-essential	araAb0062_1007	K01804 araA; L-arabinose isomerase [EC:5.3.1.4]	457	508	615	689
non-essential	araAb0062_1191	K01804 araA; L-arabinose isomerase [EC:5.3.1.4]	500	474	808	758
non-essential	araAb0062_1470	K01804 araA; L-arabinose isomerase [EC:5.3.1.4]	540	626	954	914
non-essential	araBb0063_6	K00853 araB; L-ribulokinase [EC:2.7.1.16]	388	457	681	706
non-essential	araBb0063_445	K00853 araB; L-ribulokinase [EC:2.7.1.16]	342	352	556	596
non-essential	araBb0063_683	K00853 araB; L-ribulokinase [EC:2.7.1.16]	384	377	575	528
non-essential	araBb0063_854	K00853 araB; L-ribulokinase [EC:2.7.1.16]	332	437	609	604
non-essential	araBb0063_915	K00853 araB; L-ribulokinase [EC:2.7.1.16]	576	636	928	976
non-essential	araBb0063_1629	K00853 araB; L-ribulokinase [EC:2.7.1.16]	528	554	750	737
non-essential	araCb0064_113	K02099 araC; AraC family transcriptional regulator, arabinose operon regulatory protein	343	391	474	425
non-essential	araCb0064_210	K02099 araC; AraC family transcriptional regulator, arabinose operon regulatory protein	507	570	901	913
non-essential	araCb0064_383	K02099 araC; AraC family transcriptional regulator, arabinose operon regulatory protein	421	469	615	729
non-essential	araCb0064_456	K02099 araC; AraC family transcriptional regulator, arabinose operon regulatory protein	375	376	388	504
non-essential	araCb0064_534	K02099 araC; AraC family transcriptional regulator, arabinose operon regulatory protein	619	662	454	626
non-essential	araCb0064_605	K02099 araC; AraC family transcriptional regulator, arabinose operon regulatory protein	286	290	412	403
non-essential	araCb0064_756	K02099 araC; AraC family transcriptional regulator, arabinose operon regulatory protein	283	303	445	428
non-essential	yabIb0065_2	nan	376	405	17	32
non-essential	yabIb0065_215	nan	431	527	613	597
non-essential	yabIb0065_248	nan	486	538	109	163
non-essential	yabIb0065_620	nan	214	255	8	14
non-essential	yabIb0065_716	nan	396	468	339	330
non-essential	thiQb0066_115	K02062 thiQ; thiamine transport system ATP-binding protein	525	552	763	799
non-essential	thiQb0066_283	K02062 thiQ; thiamine transport system ATP-binding protein	559	639	463	554
non-essential	thiQb0066_353	K02062 thiQ; thiamine transport system ATP-binding protein	402	415	585	513
non-essential	thiQb0066_440	K02062 thiQ; thiamine transport system ATP-binding protein	433	432	264	341
non-essential	thiQb0066_629	K02062 thiQ; thiamine transport system ATP-binding protein	584	669	547	643
non-essential	thiPb0067_152	K02063 thiP; thiamine transport system permease protein	359	363	268	342
non-essential	thiPb0067_318	K02063 thiP; thiamine transport system permease protein	511	519	40	107
non-essential	thiPb0067_443	K02063 thiP; thiamine transport system permease protein	309	323	425	491
non-essential	thiPb0067_591	K02063 thiP; thiamine transport system permease protein	504	528	406	509
non-essential	thiPb0067_687	K02063 thiP; thiamine transport system permease protein	334	394	360	338
non-essential	thiPb0067_1176	K02063 thiP; thiamine transport system permease protein	430	442	287	383
non-essential	thiPb0067_1398	K02063 thiP; thiamine transport system permease protein	383	354	540	509
non-essential	thiPb0067_1547	K02063 thiP; thiamine transport system permease protein	376	426	51	100
non-essential	thiBb0068_57	K02064 thiB; thiamine transport system substrate-binding protein	450	547	89	129
non-essential	thiBb0068_128	K02064 thiB; thiamine transport system substrate-binding protein	374	438	25	44
non-essential	thiBb0068_222	K02064 thiB; thiamine transport system substrate-binding protein	498	575	147	202
non-essential	thiBb0068_331	K02064 thiB; thiamine transport system substrate-binding protein	411	453	52	64
non-essential	thiBb0068_417	K02064 thiB; thiamine transport system substrate-binding protein	512	556	63	102
non-essential	thiBb0068_546	K02064 thiB; thiamine transport system substrate-binding protein	431	404	514	554
non-essential	thiBb0068_613	K02064 thiB; thiamine transport system substrate-binding protein	465	541	298	467
non-essential	thiBb0068_790	K02064 thiB; thiamine transport system substrate-binding protein	444	468	394	489
non-essential	thiBb0068_936	K02064 thiB; thiamine transport system substrate-binding protein	617	646	545	651
non-essential	sgrRb0069_298	K11925 sgrR; SgrR family transcriptional regulator	358	438	489	508
non-essential	sgrRb0069_369	K11925 sgrR; SgrR family transcriptional regulator	401	483	70	95
non-essential	sgrRb0069_606	K11925 sgrR; SgrR family transcriptional regulator	265	319	7	26
non-essential	sgrRb0069_991	K11925 sgrR; SgrR family transcriptional regulator	363	381	446	471
non-essential	sgrRb0069_1069	K11925 sgrR; SgrR family transcriptional regulator	433	473	363	405
non-essential	sgrRb0069_1324	K11925 sgrR; SgrR family transcriptional regulator	391	409	252	306
non-essential	sgrRb0069_1419	K11925 sgrR; SgrR family transcriptional regulator	446	526	47	70
non-essential	sgrRb0069_1598	K11925 sgrR; SgrR family transcriptional regulator	504	565	843	829
non-essential	setAb0070_99	K03291 MFS.SET; MFS transporter, SET family, sugar efflux transporter	335	306	355	409
non-essential	setAb0070_155	K03291 MFS.SET; MFS transporter, SET family, sugar efflux transporter	480	509	431	513
non-essential	setAb0070_260	K03291 MFS.SET; MFS transporter, SET family, sugar efflux transporter	458	524	696	651
non-essential	setAb0070_396	K03291 MFS.SET; MFS transporter, SET family, sugar efflux transporter	538	635	535	609
non-essential	setAb0070_498	K03291 MFS.SET; MFS transporter, SET family, sugar efflux transporter	335	369	220	323
non-essential	setAb0070_640	K03291 MFS.SET; MFS transporter, SET family, sugar efflux transporter	477	485	508	544
non-essential	setAb0070_817	K03291 MFS.SET; MFS transporter, SET family, sugar efflux transporter	407	521	388	444
non-essential	setAb0070_868	K03291 MFS.SET; MFS transporter, SET family, sugar efflux transporter	506	518	757	749
non-essential	setAb0070_961	K03291 MFS.SET; MFS transporter, SET family, sugar efflux transporter	338	342	81	124
non-essential	setAb0070_1115	K03291 MFS.SET; MFS transporter, SET family, sugar efflux transporter	479	528	681	747
non-essential	leuDb0071_2	K01704 leuD; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	529	577	665	652
non-essential	leuDb0071_124	K01704 leuD; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	458	516	770	794
non-essential	leuDb0071_291	K01704 leuD; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	492	550	556	561
non-essential	leuDb0071_364	K01704 leuD; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	678	789	958	855
non-essential	leuDb0071_569	K01704 leuD; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	533	565	822	873
non-essential	leuCb0072_48	K01703 leuC; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	559	619	951	900
non-essential	leuCb0072_263	K01703 leuC; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	568	584	917	884
non-essential	leuCb0072_422	K01703 leuC; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	585	657	816	799
non-essential	leuCb0072_489	K01703 leuC; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	375	356	390	394
non-essential	leuCb0072_620	K01703 leuC; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	486	469	543	645
non-essential	leuCb0072_812	K01703 leuC; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	692	693	1068	1071
non-essential	leuCb0072_1022	K01703 leuC; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	404	418	649	597
non-essential	leuCb0072_1164	K01703 leuC; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	602	556	860	786
non-essential	leuCb0072_1368	K01703 leuC; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	413	473	517	615
non-essential	leuBb0073_294	K00052 leuB; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]	553	550	555	601
non-essential	leuBb0073_332	K00052 leuB; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]	486	510	785	736
non-essential	leuBb0073_530	K00052 leuB; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]	424	500	725	744
non-essential	leuBb0073_579	K00052 leuB; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]	368	373	605	563
non-essential	leuBb0073_689	K00052 leuB; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]	630	646	792	815
non-essential	leuBb0073_812	K00052 leuB; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]	506	526	751	760
non-essential	leuBb0073_892	K00052 leuB; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]	744	754	327	476
non-essential	leuAb0074_102	K01649 leuA; 2-isopropylmalate synthase [EC:2.3.3.13]	468	565	877	866
non-essential	leuAb0074_270	K01649 leuA; 2-isopropylmalate synthase [EC:2.3.3.13]	274	290	87	97
non-essential	leuAb0074_396	K01649 leuA; 2-isopropylmalate synthase [EC:2.3.3.13]	343	358	445	503
non-essential	leuAb0074_549	K01649 leuA; 2-isopropylmalate synthase [EC:2.3.3.13]	397	422	458	471
non-essential	leuAb0074_743	K01649 leuA; 2-isopropylmalate synthase [EC:2.3.3.13]	653	672	638	695
non-essential	leuAb0074_922	K01649 leuA; 2-isopropylmalate synthase [EC:2.3.3.13]	480	489	274	273
non-essential	leuAb0074_1097	K01649 leuA; 2-isopropylmalate synthase [EC:2.3.3.13]	440	447	729	658
non-essential	leuAb0074_1166	K01649 leuA; 2-isopropylmalate synthase [EC:2.3.3.13]	334	335	388	526
non-essential	leuAb0074_1312	K01649 leuA; 2-isopropylmalate synthase [EC:2.3.3.13]	466	486	130	173
non-essential	leuAb0074_1531	K01649 leuA; 2-isopropylmalate synthase [EC:2.3.3.13]	556	588	170	199
non-essential	leuLb0075_22	K05806 leuL; leu operon leader peptide	564	585	854	942
non-essential	leuOb0076_57	K05798 leuO; LysR family transcriptional regulator, transcriptional activator for leuABCD operon	442	447	674	704
non-essential	leuOb0076_113	K05798 leuO; LysR family transcriptional regulator, transcriptional activator for leuABCD operon	380	426	625	666
non-essential	leuOb0076_254	K05798 leuO; LysR family transcriptional regulator, transcriptional activator for leuABCD operon	522	601	938	948
non-essential	leuOb0076_328	K05798 leuO; LysR family transcriptional regulator, transcriptional activator for leuABCD operon	296	360	451	432
non-essential	leuOb0076_513	K05798 leuO; LysR family transcriptional regulator, transcriptional activator for leuABCD operon	472	566	761	797
non-essential	leuOb0076_586	K05798 leuO; LysR family transcriptional regulator, transcriptional activator for leuABCD operon	421	465	727	686
non-essential	leuOb0076_651	K05798 leuO; LysR family transcriptional regulator, transcriptional activator for leuABCD operon	497	554	882	864
non-essential	leuOb0076_787	K05798 leuO; LysR family transcriptional regulator, transcriptional activator for leuABCD operon	494	554	863	900
non-essential	leuOb0076_911	K05798 leuO; LysR family transcriptional regulator, transcriptional activator for leuABCD operon	462	487	732	672
non-essential	ilvIb0077_117	K01652 E2.2.1.6L; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	441	465	572	611
non-essential	ilvIb0077_263	K01652 E2.2.1.6L; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	448	489	620	591
non-essential	ilvIb0077_383	K01652 E2.2.1.6L; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	666	717	578	630
non-essential	ilvIb0077_533	K01652 E2.2.1.6L; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	489	585	167	233
